CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13979,29,352,2546.36,4,5,5,455,Champions
13980,75,54,599.78,2,3,3,233,Others
13981,51,22,331.14,3,2,2,322,Others
13982,1,142,2573.7799999999997,5,5,5,555,Champions
13983,2,234,4505.02,5,5,5,555,Champions
13984,2,77,1128.09,5,4,4,544,Champions
13985,10,131,2960.73,5,5,5,555,Champions
13987,15,46,682.54,5,3,3,533,Loyal Customers
13988,19,61,609.84,4,3,3,433,Loyal Customers
13989,100,45,759.98,2,3,3,233,Others
13992,16,6,142.7,4,1,1,411,Potential Loyalists
13993,15,140,3309.35,5,5,5,555,Champions
13995,15,144,2508.32,5,5,5,555,Champions
13996,22,33,895.76,4,3,3,433,Loyal Customers
13997,155,46,382.31,2,3,2,232,Others
13998,82,31,566.7,2,2,3,223,At Risk
13999,10,258,5600.45,5,5,5,555,Champions
14000,50,34,1410.68,3,3,4,334,Others
14001,9,73,2487.01,5,4,5,545,Champions
14003,368,16,209.41,1,2,1,121,At Risk
14004,29,70,1675.81,4,4,4,444,Champions
14006,164,47,1234.48,2,3,4,234,Others
14007,148,5,79.48,2,1,1,211,At Risk
14008,68,32,509.04,3,3,3,333,Others
14009,98,32,404.29999999999995,2,3,2,232,Others
14010,201,24,445.15,1,2,2,122,At Risk
14011,116,32,457.82,2,3,2,232,Others
14013,16,34,611.55,4,3,3,433,Loyal Customers
14014,12,37,1443.03,5,3,4,534,Loyal Customers
14016,32,287,7062.2,4,5,5,455,Champions
14017,207,14,229.75,1,1,1,111,At Risk
14018,281,13,367.15,1,1,2,112,At Risk
14020,112,33,606.21,2,3,3,233,Others
14021,10,68,1084.68,5,4,4,544,Champions
14022,122,19,352.15000000000003,2,2,2,222,At Risk
14024,26,18,318.04,4,2,2,422,Potential Loyalists
14025,100,99,4057.9,2,4,5,245,Others
14026,106,50,713.11,2,3,3,233,Others
14028,186,9,10396.5,1,1,5,115,At Risk
14030,2,623,5902.2,5,5,5,555,Champions
14031,1,531,23712.31,5,5,5,555,Champions
14032,2,101,1874.68,5,4,4,544,Champions
14033,191,1,109.44,1,1,1,111,At Risk
14035,42,85,1428.7,3,4,4,344,Others
14037,114,86,689.75,2,4,3,243,Others
14038,33,69,1509.5,4,4,4,444,Champions
14039,211,4,115.08000000000001,1,1,1,111,At Risk
14040,22,559,9030.65,4,5,5,455,Champions
14042,361,21,431.98,1,2,2,122,At Risk
14043,127,42,304.25,2,3,2,232,Others
14044,54,642,2470.28,3,5,5,355,Others
14045,9,32,9653.28,5,3,5,535,Loyal Customers
14047,8,132,2946.42,5,5,5,555,Champions
14048,18,56,338.76,4,3,2,432,Loyal Customers
14049,23,593,7557.31,4,5,5,455,Champions
14051,2,124,6823.610000000001,5,4,5,545,Champions
14052,26,69,255.45,4,4,2,442,Loyal Customers
14053,33,5,312.05,4,1,2,412,Potential Loyalists
14055,213,23,795.3199999999999,1,2,3,123,At Risk
14057,17,170,2190.88,4,5,5,455,Champions
14058,98,24,469.19,2,2,2,222,At Risk
14060,2,68,3378.66,5,4,5,545,Champions
14061,143,19,917.4300000000001,2,2,3,223,At Risk
14062,10,232,15139.35,5,5,5,555,Champions
14063,74,40,22710.2,2,3,5,235,Others
14064,66,164,1978.68,3,5,4,354,Others
14065,25,49,891.02,4,3,3,433,Loyal Customers
14068,239,87,1262.52,1,4,4,144,Others
14069,150,42,230.06,2,3,1,231,Others
14070,320,42,326.55,1,3,2,132,Others
14072,302,19,390.85,1,2,2,122,At Risk
14074,259,6,219.4,1,1,1,111,At Risk
14075,39,38,792.61,3,3,3,333,Others
14077,31,14,115.66,4,1,1,411,Potential Loyalists
14078,9,98,643.26,5,4,3,543,Loyal Customers
14079,318,1,243.63,1,1,1,111,At Risk
14080,49,79,1070.08,3,4,4,344,Others
14081,5,789,4435.58,5,5,5,555,Champions
14082,28,36,231.10999999999999,4,3,1,431,Loyal Customers
14083,7,74,388.83,5,4,2,542,Loyal Customers
14084,148,7,150.5,2,1,1,211,At Risk
14085,4,618,5656.43,5,5,5,555,Champions
14086,98,1,39.95,2,1,1,211,At Risk
14087,40,152,651.8,3,5,3,353,Others
14088,42,93,13544.99,3,4,5,345,Others
14091,290,13,9530.08,1,1,5,115,At Risk
14092,10,159,3152.54,5,5,5,555,Champions
14094,75,47,335.22,2,3,2,232,Others
14095,358,1,2.95,1,1,1,111,At Risk
14097,117,40,422.86,2,3,2,232,Others
14099,11,275,2661.54,5,5,5,555,Champions
14101,24,55,3985.14,4,3,5,435,Loyal Customers
14104,25,122,555.37,4,4,3,443,Loyal Customers
14105,44,205,4722.6,3,5,5,355,Others
14106,373,1,214.8,1,1,1,111,At Risk
14107,84,113,2174.07,2,4,5,245,Others
14108,367,18,447.05,1,2,2,122,At Risk
14110,71,244,7304.8,3,5,5,355,Others
14112,87,166,2919.44,2,5,5,255,Others
14113,11,88,5252.1900000000005,5,4,5,545,Champions
14114,31,59,977.5600000000001,4,3,3,433,Loyal Customers
14115,137,22,622.67,2,2,3,223,At Risk
14118,64,15,458.45,3,2,2,322,Others
14119,11,11,183.37,5,1,1,511,Potential Loyalists
14122,42,13,362.42,3,1,2,312,Others
14123,369,24,436.18,1,2,2,122,At Risk
14126,80,28,466.33000000000004,2,2,2,222,At Risk
14127,16,73,1190.3700000000001,4,4,4,444,Champions
14128,187,19,286.71,1,2,2,122,At Risk
14129,35,57,1467.48,4,3,4,434,Loyal Customers
14130,11,157,1398.81,5,5,4,554,Champions
14131,284,52,187.87,1,3,1,131,Others
14133,369,8,305.5,1,1,2,112,At Risk
14134,18,180,11123.35,4,5,5,455,Champions
14135,3,122,4953.61,5,4,5,545,Champions
14136,36,106,1570.81,4,4,4,444,Champions
14137,331,11,332.7,1,1,2,112,At Risk
14139,126,43,670.98,2,3,3,233,Others
14142,9,44,671.34,5,3,3,533,Loyal Customers
14144,122,1,30.6,2,1,1,211,At Risk
14145,95,14,3857.85,2,1,5,215,At Risk
14146,19,246,5259.3,4,5,5,455,Champions
14147,24,25,2106.8,4,2,4,424,Potential Loyalists
14148,50,14,309.09000000000003,3,1,2,312,Others
14151,309,44,679.45,1,3,3,133,Others
14152,23,84,1376.05,4,4,4,444,Champions
14153,119,17,233.39999999999998,2,2,1,221,At Risk
14154,17,240,5115.08,4,5,5,455,Champions
14156,7,2648,196566.74,5,5,5,555,Champions
14157,25,41,569.9,4,3,3,433,Loyal Customers
14159,15,670,3245.0,5,5,5,555,Champions
14160,246,107,8421.47,1,4,5,145,Others
14161,5,202,2208.36,5,5,5,555,Champions
14163,98,6,148.71,2,1,1,211,At Risk
14166,141,53,256.85,2,3,2,232,Others
14167,100,69,721.65,2,4,3,243,Others
14168,56,15,370.45,3,2,2,322,Others
14169,66,67,624.4300000000001,3,4,3,343,Others
14170,11,165,597.33,5,5,3,553,Loyal Customers
14171,366,6,135.0,1,1,1,111,At Risk
14172,241,54,402.72,1,3,2,132,Others
14173,277,4,135.16,1,1,1,111,At Risk
14175,54,182,4456.58,3,5,5,355,Others
14176,3,15,339.11,5,2,2,522,Potential Loyalists
14177,17,168,1669.93,4,5,4,454,Champions
14180,8,61,1570.73,5,4,4,544,Champions
14181,46,54,310.55,3,3,2,332,Others
14182,79,50,678.77,2,3,3,233,Others
14183,47,35,286.29,3,3,2,332,Others
14186,63,104,1550.63,3,4,4,344,Others
14187,109,8,123.5,2,1,1,211,At Risk
14189,4,51,1160.31,5,3,4,534,Loyal Customers
14190,302,1,79.9,1,1,1,111,At Risk
14191,30,6,132.9,4,1,1,411,Potential Loyalists
14192,24,14,293.74,4,1,2,412,Potential Loyalists
14193,32,22,356.8,4,2,2,422,Potential Loyalists
14194,28,373,7321.070000000001,4,5,5,455,Champions
14195,75,9,1603.6,2,1,4,214,At Risk
14197,46,20,390.05,3,2,2,322,Others
14198,36,52,868.33,4,3,3,433,Loyal Customers
14199,59,16,906.3,3,2,3,323,Others
14200,253,21,379.2,1,2,2,122,At Risk
14201,45,18,446.1,3,2,2,322,Others
14202,17,29,847.76,4,2,3,423,Potential Loyalists
14203,33,16,339.34,4,2,2,422,Potential Loyalists
14204,58,188,901.9300000000001,3,5,3,353,Others
14205,30,99,1947.5,4,4,4,444,Champions
14206,24,51,856.85,4,3,3,433,Loyal Customers
14207,323,2,157.8,1,1,1,111,At Risk
14208,187,25,415.31,1,2,2,122,At Risk
14209,21,144,2919.84,4,5,5,455,Champions
14210,7,227,3955.6800000000003,5,5,5,555,Champions
14211,47,128,2161.19,3,5,5,355,Others
14212,81,12,1119.66,2,1,4,214,At Risk
14213,40,5,1192.2,3,1,4,314,Others
14215,4,84,1626.6100000000001,5,4,4,544,Champions
14216,50,18,310.74,3,2,2,322,Others
14217,2,81,1411.91,5,4,4,544,Champions
14219,45,36,543.89,3,3,3,333,Others
14220,203,17,882.5999999999999,1,2,3,123,At Risk
14221,85,154,3084.69,2,5,5,255,Others
14224,26,120,847.78,4,4,3,443,Loyal Customers
14225,70,87,2037.02,3,4,4,344,Others
14226,77,31,770.34,2,2,3,223,At Risk
14227,50,202,3017.75,3,5,5,355,Others
14228,73,38,745.5,2,3,3,233,Others
14229,39,32,1046.84,3,3,4,334,Others
14230,71,33,979.8000000000001,3,3,3,333,Others
14231,86,19,309.91,2,2,2,222,At Risk
14233,101,38,1441.55,2,3,4,234,Others
14235,134,69,1573.13,2,4,4,244,Others
14236,8,35,1253.78,5,3,4,534,Loyal Customers
14237,9,26,471.14,5,2,2,522,Potential Loyalists
14238,298,5,287.38,1,1,2,112,At Risk
14239,67,98,1882.3200000000002,3,4,4,344,Others
14240,59,19,357.15000000000003,3,2,2,322,Others
14241,332,2,120.0,1,1,1,111,At Risk
14243,1,230,4842.28,5,5,5,555,Champions
14244,296,16,366.41999999999996,1,2,2,122,At Risk
14247,40,97,635.89,3,4,3,343,Others
14248,95,39,730.37,2,3,3,233,Others
14249,46,291,5625.461,3,5,5,355,Others
14252,17,10,350.99,4,1,2,412,Potential Loyalists
14253,129,12,363.40000000000003,2,1,2,212,At Risk
14254,68,23,601.03,3,2,3,323,Others
14255,182,1,1000.63,1,1,4,114,At Risk
14256,127,81,1504.93,2,4,4,244,Others
14257,16,134,2854.73,4,5,5,455,Champions
14258,31,189,19381.36,4,5,5,455,Champions
14260,107,51,824.28,2,3,3,233,Others
14263,59,16,322.93,3,2,2,322,Others
14264,15,62,1183.39,5,4,4,544,Champions
14265,100,48,843.1700000000001,2,3,3,233,Others
14266,64,1,40.56,3,1,1,311,Others
14268,106,19,354.85,2,2,2,222,At Risk
14269,75,16,295.73,2,2,2,222,At Risk
14271,45,29,106.81,3,2,1,321,Others
14272,198,31,482.85,1,2,2,122,At Risk
14274,322,15,256.6,1,2,2,122,At Risk
14275,31,23,1189.3799999999999,4,2,4,424,Potential Loyalists
14276,43,57,982.9399999999999,3,3,3,333,Others
14277,47,157,13009.61,3,5,5,355,Others
14278,45,13,205.83,3,1,1,311,Others
14279,156,3,191.86,2,1,1,211,At Risk
14281,44,7,245.15,3,1,1,311,Others
14282,3,98,4120.32,5,4,5,545,Champions
14283,99,41,628.44,2,3,3,233,Others
14284,289,35,704.4,1,3,3,133,Others
14285,149,34,1374.41,2,3,4,234,Others
14286,40,219,3851.01,3,5,5,355,Others
14290,49,50,2201.91,3,3,5,335,Others
14291,16,257,4020.85,4,5,5,455,Champions
14292,46,93,4354.32,3,4,5,345,Others
14293,4,73,2221.37,5,4,5,545,Champions
14294,43,23,375.34000000000003,3,2,2,322,Others
14295,74,67,2196.71,2,4,5,245,Others
14296,57,27,456.4,3,2,2,322,Others
14298,11,1227,39667.19,5,5,5,555,Champions
14299,1,197,10533.87,5,5,5,555,Champions
14301,52,40,1352.04,3,3,4,334,Others
14302,66,28,742.9000000000001,3,2,3,323,Others
14303,43,22,277.94,3,2,2,322,Others
14304,15,71,1341.56,5,4,4,544,Champions
14306,14,13,1058.0800000000002,5,1,4,514,Potential Loyalists
14307,9,130,2075.31,5,5,4,554,Champions
14308,185,2,1147.02,1,1,4,114,At Risk
14309,49,72,1428.28,3,4,4,344,Others
14310,68,22,492.1,3,2,2,322,Others
14311,203,11,206.19,1,1,1,111,At Risk
14312,14,93,1478.7,5,4,4,544,Champions
14314,66,2,109.8,3,1,1,311,Others
14315,200,32,716.69,1,3,3,133,Others
14316,58,31,1370.34,3,2,4,324,Others
14318,96,9,158.02,2,1,1,211,At Risk
14319,60,26,494.85,3,2,2,322,Others
14320,182,50,868.96,1,3,3,133,Others
14321,67,56,687.3100000000001,3,3,3,333,Others
14322,65,13,474.1,3,1,2,312,Others
14324,45,41,701.61,3,3,3,333,Others
14325,205,18,245.48000000000002,1,2,1,121,At Risk
14326,99,49,757.13,2,3,3,233,Others
14327,18,94,1583.28,4,4,4,444,Champions
14328,74,1,445.05,2,1,2,212,At Risk
14329,11,294,4912.38,5,5,5,555,Champions
14330,259,13,200.63,1,1,1,111,At Risk
14332,17,37,1077.2,4,3,4,434,Loyal Customers
14334,61,96,1766.27,3,4,4,344,Others
14338,172,19,339.88,2,2,2,222,At Risk
14339,64,9,310.75,3,1,2,312,Others
14341,56,137,2285.04,3,5,5,355,Others
14342,68,12,249.88,3,1,1,311,Others
14343,57,238,1088.91,3,5,4,354,Others
14344,3,172,2443.77,5,5,5,555,Champions
14346,61,86,1294.17,3,4,4,344,Others
14347,372,6,82.60000000000001,1,1,1,111,At Risk
14350,16,41,689.1,4,3,3,433,Loyal Customers
14353,46,19,285.9,3,2,2,322,Others
14355,1,60,840.0500000000001,5,3,3,533,Loyal Customers
14358,25,25,400.06,4,2,2,422,Potential Loyalists
14361,214,14,214.71,1,1,1,111,At Risk
14363,38,8,227.47000000000003,3,1,1,311,Others
14365,30,51,634.68,4,3,3,433,Loyal Customers
14366,161,1,136.0,2,1,1,211,At Risk
14369,278,26,469.13,1,2,2,122,At Risk
14370,86,44,1175.78,2,3,4,234,Others
14372,79,38,860.08,2,3,3,233,Others
14374,177,7,108.0,1,1,1,111,At Risk
14375,86,141,875.31,2,5,3,253,Others
14376,319,18,215.46,1,2,1,121,At Risk
14378,257,9,131.25,1,1,1,111,At Risk
14379,29,83,920.8100000000001,4,4,3,443,Loyal Customers
14380,318,1,48.96,1,1,1,111,At Risk
14381,87,58,428.66,2,3,2,232,Others
14382,26,171,620.73,4,5,3,453,Loyal Customers
14384,136,3,58.5,2,1,1,211,At Risk
14388,8,228,3488.16,5,5,5,555,Champions
14389,60,42,854.55,3,3,3,333,Others
14390,8,205,1747.01,5,5,4,554,Champions
14391,212,14,135.6,1,1,1,111,At Risk
14392,68,14,266.4,3,1,2,312,Others
14394,200,6,93.8,1,1,1,111,At Risk
14395,8,467,4700.3,5,5,5,555,Champions
14396,7,218,1633.94,5,5,4,554,Champions
14398,37,53,707.79,3,3,3,333,Others
14399,30,193,2113.16,4,5,4,454,Champions
14400,44,48,1157.77,3,3,4,334,Others
14401,60,84,2744.42,3,4,5,345,Others
14402,288,8,285.6,1,1,2,112,At Risk
14403,225,5,404.7,1,1,2,112,At Risk
14404,5,108,1424.79,5,4,4,544,Champions
14405,22,2,195.0,4,1,1,411,Potential Loyalists
14408,107,22,1503.24,2,2,4,224,At Risk
14409,4,52,1696.64,5,3,4,534,Loyal Customers
14410,12,200,1546.07,5,5,4,554,Champions
14412,60,41,656.16,3,3,3,333,Others
14413,46,76,647.67,3,4,3,343,Others
14414,10,21,902.35,5,2,3,523,Potential Loyalists
14415,15,671,6191.32,5,5,5,555,Champions
14417,23,137,604.2,4,5,3,453,Loyal Customers
14419,18,23,202.85,4,2,1,421,Potential Loyalists
14420,32,64,1251.65,4,4,4,444,Champions
14421,148,69,1656.26,2,4,4,244,Others
14422,10,330,6007.88,5,5,5,555,Champions
14423,73,12,651.4100000000001,2,1,3,213,At Risk
14425,70,39,661.39,3,3,3,333,Others
14426,39,380,7246.27,3,5,5,355,Others
14427,130,27,900.1800000000001,2,2,3,223,At Risk
14429,39,22,516.28,3,2,3,323,Others
14430,147,35,1220.9,2,3,4,234,Others
14431,15,64,2143.84,5,4,4,544,Champions
14433,101,77,289.6,2,4,2,242,Others
14435,137,3,90.42,2,1,1,211,At Risk
14436,189,2,182.64,1,1,1,111,At Risk
14437,1,43,895.84,5,3,3,533,Loyal Customers
14439,79,97,6781.8,2,4,5,245,Others
14440,1,86,4281.05,5,4,5,545,Champions
14441,10,103,2898.8,5,4,5,545,Champions
14442,50,120,3777.2,3,4,5,345,Others
14443,4,60,966.27,5,3,3,533,Loyal Customers
14444,92,13,132.04,2,1,1,211,At Risk
14445,91,32,221.65,2,3,1,231,Others
14446,22,46,201.73,4,3,1,431,Loyal Customers
14447,36,36,548.5,4,3,3,433,Loyal Customers
14449,8,288,1575.7,5,5,4,554,Champions
14450,15,36,645.19,5,3,3,533,Loyal Customers
14451,25,413,2646.18,4,5,5,455,Champions
14452,31,70,401.15,4,4,2,442,Loyal Customers
14454,12,110,977.3000000000001,5,4,3,543,Loyal Customers
14455,68,79,628.21,3,4,3,343,Others
14458,16,49,237.42,4,3,1,431,Loyal Customers
14459,287,76,3537.821,1,4,5,145,Others
14460,32,26,659.16,4,2,3,423,Potential Loyalists
14461,18,468,4610.44,4,5,5,455,Champions
14462,68,49,265.99,3,3,2,332,Others
14463,135,2,256.95,2,1,2,212,At Risk
14464,204,4,111.0,1,1,1,111,At Risk
14465,64,70,2887.41,3,4,5,345,Others
14466,8,144,2374.5,5,5,5,555,Champions
14467,25,218,1622.23,4,5,4,454,Champions
14468,369,12,204.24,1,1,1,111,At Risk
14469,52,147,2112.21,3,5,4,354,Others
14470,66,17,250.85,3,2,1,321,Others
14471,227,41,400.95,1,3,2,132,Others
14472,325,52,291.38,1,3,2,132,Others
14474,215,103,730.42,1,4,3,143,Others
14475,44,6,225.3,3,1,1,311,Others
14477,72,4,660.0,2,1,3,213,At Risk
14478,18,68,1276.66,4,4,4,444,Champions
14479,1,131,982.86,5,5,3,553,Loyal Customers
14480,38,52,1020.47,3,3,4,334,Others
14481,43,122,1674.98,3,4,4,344,Others
14482,15,109,2289.76,5,4,5,545,Champions
14483,372,4,120.0,1,1,1,111,At Risk
14484,37,39,749.0600000000001,3,3,3,333,Others
14486,147,6,175.5,2,1,1,211,At Risk
14487,4,46,257.28000000000003,5,3,2,532,Loyal Customers
14489,73,70,1111.55,2,4,4,244,Others
14490,42,80,1273.47,3,4,4,344,Others
14491,8,4,127.2,5,1,1,511,Potential Loyalists
14492,66,92,1921.91,3,4,4,344,Others
14493,26,244,2746.91,4,5,5,455,Champions
14494,37,10,261.9,3,1,2,312,Others
14495,295,1,51.0,1,1,1,111,At Risk
14496,9,92,2129.42,5,4,4,544,Champions
14497,309,11,221.69,1,1,1,111,At Risk
14498,37,178,1953.95,3,5,4,354,Others
14499,10,125,1323.65,5,4,4,544,Champions
14505,40,809,6096.2,3,5,5,355,Others
14506,5,156,1278.5,5,5,4,554,Champions
14507,14,171,1901.25,5,5,4,554,Champions
14508,12,131,598.52,5,5,3,553,Loyal Customers
14509,170,25,110.95,2,2,1,221,At Risk
14510,11,78,1007.28,5,4,4,544,Champions
14512,19,57,948.19,4,3,3,433,Loyal Customers
14513,72,7,332.42,2,1,2,212,At Risk
14514,72,267,3543.63,2,5,5,255,Others
14515,23,75,1647.17,4,4,4,444,Champions
14516,152,37,163.92,2,3,1,231,Others
14519,319,39,206.09,1,3,1,131,Others
14521,127,17,199.45000000000002,2,2,1,221,At Risk
14522,231,29,784.08,1,2,3,123,At Risk
14524,45,125,1066.03,3,4,4,344,Others
14525,64,252,3908.44,3,5,5,355,Others
14526,25,42,262.4,4,3,2,432,Loyal Customers
14527,1,1729,19283.48,5,5,5,555,Champions
14530,32,269,3271.4900000000002,4,5,5,455,Champions
14531,115,29,376.34,2,2,2,222,At Risk
14532,47,254,2926.33,3,5,5,355,Others
14533,43,27,1516.65,3,2,4,324,Others
14534,33,212,1824.06,4,5,4,454,Champions
14535,31,515,3166.54,4,5,5,455,Champions
14537,259,13,285.84,1,1,2,112,At Risk
14538,166,33,982.59,2,3,3,233,Others
14540,15,197,2799.08,5,5,5,555,Champions
14541,52,70,1038.03,3,4,4,344,Others
14543,16,145,11276.44,4,5,5,455,Champions
14544,106,78,957.98,2,4,3,243,Others
14545,310,23,349.25,1,2,2,122,At Risk
14546,12,396,2619.81,5,5,5,555,Champions
14548,120,109,1974.69,2,4,4,244,Others
14549,56,88,627.3100000000001,3,4,3,343,Others
14550,24,50,587.69,4,3,3,433,Loyal Customers
14551,47,70,693.8100000000001,3,4,3,343,Others
14552,16,99,346.21,4,4,2,442,Loyal Customers
14553,47,187,982.27,3,5,3,353,Others
14555,17,98,1991.49,4,4,4,444,Champions
14556,232,203,835.34,1,5,3,153,Others
14558,290,15,655.5,1,2,3,123,At Risk
14559,26,2,75.6,4,1,1,411,Potential Loyalists
14560,15,126,3876.2599999999998,5,4,5,545,Champions
14562,26,188,1654.63,4,5,4,454,Champions
14563,145,115,679.44,2,4,3,243,Others
14564,70,107,2605.62,3,4,5,345,Others
14565,109,33,760.1,2,3,3,233,Others
14566,53,12,2660.0,3,1,5,315,Others
14568,71,47,919.7,3,3,3,333,Others
14569,88,23,371.59000000000003,2,2,2,222,At Risk
14570,79,39,395.69,2,3,2,232,Others
14571,61,31,161.65,3,2,1,321,Others
14572,53,256,2782.34,3,5,5,355,Others
14573,8,163,968.0,5,5,3,553,Loyal Customers
14574,368,11,143.70000000000002,1,1,1,111,At Risk
14575,124,74,460.71,2,4,2,242,Others
14576,8,1,35.400000000000006,5,1,1,511,Potential Loyalists
14577,30,62,514.54,4,4,3,443,Loyal Customers
14579,68,25,105.56,3,2,1,321,Others
14580,154,1,14.85,2,1,1,211,At Risk
14581,180,48,295.2,1,3,2,132,Others
14583,19,176,728.48,4,5,3,453,Loyal Customers
14584,57,121,705.65,3,4,3,343,Others
14585,18,82,986.22,4,4,3,443,Loyal Customers
14588,214,16,135.39,1,2,1,121,At Risk
14589,7,3,39.75,5,1,1,511,Potential Loyalists
14590,60,204,3006.62,3,5,5,355,Others
14593,33,469,3094.02,4,5,5,455,Champions
14594,9,31,255.0,5,2,2,522,Potential Loyalists
14595,89,34,423.85,2,3,2,232,Others
14596,262,57,229.47,1,3,1,131,Others
14597,15,48,1318.39,5,3,4,534,Loyal Customers
14598,205,40,162.07,1,3,1,131,Others
14599,26,82,474.54,4,4,2,442,Loyal Customers
14600,29,29,471.84,4,2,2,422,Potential Loyalists
14602,292,31,205.35999999999999,1,2,1,121,At Risk
14604,269,23,143.85999999999999,1,2,1,121,At Risk
14605,10,111,937.16,5,4,3,543,Loyal Customers
14606,2,3866,18704.41,5,5,5,555,Champions
14607,103,123,7568.13,2,4,5,245,Others
14608,15,23,1567.79,5,2,4,524,Potential Loyalists
14609,26,9,884.64,4,1,3,413,Potential Loyalists
14610,31,10,24.35,4,1,1,411,Potential Loyalists
14611,79,38,604.33,2,3,3,233,Others
14612,51,14,877.7,3,1,3,313,Others
14613,316,1,76.32000000000001,1,1,1,111,At Risk
14614,22,19,295.13,4,2,2,422,Potential Loyalists
14615,30,48,951.76,4,3,3,433,Loyal Customers
14616,21,2,121.7,4,1,1,411,Potential Loyalists
14617,38,9,190.47,3,1,1,311,Others
14618,12,35,788.88,5,3,3,533,Loyal Customers
14619,177,40,896.8,1,3,3,133,Others
14621,147,67,1212.21,2,4,4,244,Others
14623,16,158,1170.33,4,5,4,454,Champions
14624,51,38,588.22,3,3,3,333,Others
14625,10,213,3598.25,5,5,5,555,Champions
14626,31,110,2619.65,4,4,5,445,Champions
14627,15,29,462.75,5,2,2,522,Potential Loyalists
14628,78,62,1326.04,2,4,4,244,Others
14630,120,21,338.65,2,2,2,222,At Risk
14631,22,50,1018.71,4,3,4,434,Loyal Customers
14634,73,109,2124.46,2,4,4,244,Others
14635,89,15,215.22,2,2,1,221,At Risk
14637,313,7,106.68,1,1,1,111,At Risk
14639,44,120,1994.47,3,4,4,344,Others
14640,45,98,1541.98,3,4,4,344,Others
14643,253,31,986.08,1,2,3,123,At Risk
14644,50,36,1416.96,3,3,4,334,Others
14645,270,18,279.8,1,2,2,122,At Risk
14646,10,1773,248396.5,5,5,5,555,Champions
14647,159,21,276.75,2,2,2,222,At Risk
14648,52,455,4546.86,3,5,5,355,Others
14649,18,373,2358.02,4,5,5,455,Champions
14650,224,4,62.5,1,1,1,111,At Risk
14651,30,186,1379.52,4,5,4,454,Champions
14653,149,149,1666.99,2,5,4,254,Others
14654,374,27,246.86,1,2,1,121,At Risk
14655,24,54,1946.28,4,3,4,434,Loyal Customers
14656,51,135,523.6,3,5,3,353,Others
14657,65,89,612.65,3,4,3,343,Others
14662,63,85,645.16,3,4,3,343,Others
14663,66,68,490.6,3,4,2,342,Others
14665,63,42,913.95,3,3,3,333,Others
14667,1,789,12685.94,5,5,5,555,Champions
14668,81,12,111.63,2,1,1,211,At Risk
14669,269,225,1973.94,1,5,4,154,Others
14670,368,56,190.47,1,3,1,131,Others
14671,185,55,1127.45,1,3,4,134,Others
14672,151,45,347.59,2,3,2,232,Others
14673,3,89,1674.41,5,4,4,544,Champions
14674,145,14,173.66,2,1,1,211,At Risk
14675,24,138,462.15,4,5,2,452,Loyal Customers
14676,30,91,5808.55,4,4,5,445,Champions
14677,228,14,184.91,1,1,1,111,At Risk
14678,215,24,403.39,1,2,2,122,At Risk
14679,17,63,1289.44,4,4,4,444,Champions
14680,7,1034,28658.66,5,5,5,555,Champions
14681,23,13,376.20000000000005,4,1,2,412,Potential Loyalists
14682,64,84,1462.81,3,4,4,344,Others
14683,224,21,146.56,1,2,1,121,At Risk
14684,26,98,232.27,4,4,1,441,Loyal Customers
14685,212,195,4619.79,1,5,5,155,Others
14686,50,235,885.83,3,5,3,353,Others
14687,36,25,773.6800000000001,4,2,3,423,Potential Loyalists
14688,9,186,2082.7,5,5,4,554,Champions
14690,28,55,422.63,4,3,2,432,Loyal Customers
14692,16,95,1153.54,4,4,4,444,Champions
14693,61,67,992.46,3,4,4,344,Others
14694,253,15,244.31,1,2,1,121,At Risk
14695,155,86,1620.07,2,4,4,244,Others
14696,9,42,688.95,5,3,3,533,Loyal Customers
14699,71,42,593.47,3,3,3,333,Others
14700,51,55,880.96,3,3,3,333,Others
14701,78,281,2012.72,2,5,4,254,Others
14702,1,374,3462.08,5,5,5,555,Champions
14704,60,68,266.66,3,4,2,342,Others
14706,254,28,390.69,1,2,2,122,At Risk
14707,71,2,139.2,3,1,1,311,Others
14708,4,25,1085.91,5,2,4,524,Potential Loyalists
14709,15,161,3965.29,5,5,5,555,Champions
14710,15,303,1316.46,5,5,4,554,Champions
14712,54,7,411.0,3,1,2,312,Others
14713,1,363,2752.51,5,5,5,555,Champions
14714,43,83,746.05,3,4,3,343,Others
14715,78,67,973.0699999999999,2,4,3,243,Others
14716,80,45,235.77,2,3,1,231,Others
14717,369,11,81.3,1,1,1,111,At Risk
14718,46,11,226.42,3,1,1,311,Others
14721,15,27,115.77,5,2,1,521,Potential Loyalists
14722,113,65,325.45,2,4,2,242,Others
14723,7,203,934.76,5,5,3,553,Loyal Customers
14724,226,43,345.25,1,3,2,132,Others
14725,30,53,597.16,4,3,3,433,Loyal Customers
14726,290,19,124.75,1,2,1,121,At Risk
14727,182,37,199.35,1,3,1,131,Others
14728,49,14,190.58,3,1,1,311,Others
14729,9,137,593.89,5,5,3,553,Loyal Customers
14732,28,130,2814.58,4,5,5,455,Champions
14733,3,146,6599.06,5,5,5,555,Champions
14734,61,63,1056.42,3,4,4,344,Others
14735,24,172,6174.47,4,5,5,455,Champions
14736,121,100,401.08,2,4,2,242,Others
14737,36,28,2389.62,4,2,5,425,Potential Loyalists
14738,196,26,507.45,1,2,3,123,At Risk
